SetCode,SetTitle,RowType,RowSeq,Speaker,EnglishSentence,KoreanPronounce,DirectComprehension,Comprehension,Note
L2_ELLO_144,Mixer #1 — Small Talk,script,4,Rosa,"The easiest topics for small talk are weather, food, and travel, because everyone has something to say about those.","디 이지스트 토픽스 포 스몰 토크 아 웨더, 푸드, 앤 트래블, 비커즈 에브리원 해즈 썸씽 투 세이 어바웃 도즈.","스몰토크에 가장 쉬운 주제는 / 날씨 음식 여행이다, / 누구나 할 말이 있으니까.",스몰토크에 가장 쉬운 주제는 날씨 음식 여행이에요. 누구나 할 말이 있으니까요.,
L2_ELLO_144,Mixer #1 — Small Talk,vocab,5,,small talk,스몰 토크,,가벼운 잡담,
L2_ELLO_144,Mixer #1 — Small Talk,vocab,6,,stranger,스트레인저,,낯선 사람,
L2_ELLO_144,Mixer #1 — Small Talk,vocab,7,,topic,토픽,,주제/화제,
L3_DLG_003,Campus Housing — Dorm Problem,script,1,Woman,"Excuse me, I need to talk to someone about my dorm room.","익스큐즈 미, 아이 니드 투 토크 투 썸원 어바웃 마이 돔 룸.","실례합니다, / 기숙사 방에 대해 / 누군가와 이야기해야 해요.","실례합니다, 기숙사 방에 대해 누군가와 이야기해야 해요.",
L3_DLG_003,Campus Housing — Dorm Problem,script,2,Man,"Sure, what seems to be the problem?","슈어, 왓 씸즈 투 비 더 프라블럼?","네, / 무슨 문제인가요?","네, 무슨 문제인가요?",
L3_DLG_003,Campus Housing — Dorm Problem,script,3,Woman,"The heating in my room hasn't been working for three days, and it's freezing.","더 히팅 인 마이 룸 해전트 빈 워킹 포 쓰리 데이즈, 앤 잇츠 프리징.","방 난방이 3일째 안 되고 있어요, / 얼어 죽겠어요.",방 난방이 3일째 안 되고 있어요. 얼어 죽겠어요.,
L3_DLG_003,Campus Housing — Dorm Problem,script,4,Man,I'm sorry to hear that.,아임 쏘리 투 히어 댓.,유감이네요.,유감이네요.,
L3_DLG_003,Campus Housing — Dorm Problem,script,5,Man,Did you submit a maintenance request online?,디드 유 서브밋 어 메인터넌스 리퀘스트 온라인?,/ 온라인으로 수리 요청을 / 제출하셨나요?,온라인으로 수리 요청을 제출하셨나요?,
L3_DLG_003,Campus Housing — Dorm Problem,script,6,Woman,"Yes, I did that on Monday but nobody came.","예스, 아이 디드 댓 온 먼데이 벗 노바디 케임.","네, / 월요일에 했는데 / 아무도 안 왔어요.","네, 월요일에 했는데 아무도 안 왔어요.",
L3_DLG_003,Campus Housing — Dorm Problem,script,7,Man,Let me look into this right away.,렛 미 룩 인투 디스 라잇 어웨이.,바로 확인해볼게요.,바로 확인해볼게요.,
L3_DLG_003,Campus Housing — Dorm Problem,script,8,Man,I can see your request here.,아이 캔 씨 유어 리퀘스트 히어.,/ 여기 요청이 보이네요.,여기 요청이 보이네요.,
L3_DLG_003,Campus Housing — Dorm Problem,script,9,Man,It says it's pending.,잇 세즈 잇츠 펜딩.,/ 대기 중이라고 되어 있네요.,대기 중이라고 되어 있네요.,
L3_DLG_003,Campus Housing — Dorm Problem,script,10,Woman,Is there any way to speed this up?,이즈 데어 에니 웨이 투 스피드 디스 업?,이걸 빨리 할 수 있는 / 방법이 있나요?,이걸 빨리 할 수 있는 방법이 있나요?,
L3_DLG_003,Campus Housing — Dorm Problem,script,11,Woman,"I've been sleeping with three blankets, and I really can't take it anymore.","아이브 빈 슬리핑 윋 쓰리 블랭킷츠, 앤 아이 리얼리 캔트 테이크 잇 애니모어.",/ 담요 세 장 덮고 자고 있는데 / 정말 더 이상 못 참겠어요.,담요 세 장 덮고 자고 있는데 정말 더 이상 못 참겠어요.,
L3_DLG_003,Campus Housing — Dorm Problem,script,12,Man,I'll mark it as urgent and ask the maintenance team to come today.,아일 마크 잇 애즈 어전트 앤 아스크 더 메인터넌스 팀 투 컴 투데이.,긴급으로 표시하고 / 오늘 수리팀에 요청할게요. / 그동안 / 이동식 히터를 빌려드릴 수 있어요.,긴급으로 표시하고 오늘 수리팀에 요청할게요.,
L3_DLG_003,Campus Housing — Dorm Problem,script,13,Man,"In the meantime, we can lend you a portable heater.",인 더 민타임 위 캔 렌드 유 어 포터블 히터.,그동안 이동식 히터를 / 빌려드릴 수 있어요,그동안 이동식 히터를 빌려드릴 수 있어요.,
L3_DLG_003,Campus Housing — Dorm Problem,script,14,Woman,That would be great.,댓 우드 비 그레잇.,그러면 정말 좋겠어요. / 정말 감사합니다.,그러면 정말 좋겠어요.,
L3_DLG_003,Campus Housing — Dorm Problem,script,15,Woman,Thank you so much.,땡큐 쏘 머치.,정말 감사합니다,정말 감사합니다.,
L3_DLG_003,Campus Housing — Dorm Problem,vocab,16,,maintenance,메인터넌스,,유지보수/수리,
L3_DLG_003,Campus Housing — Dorm Problem,vocab,17,,pending,펜딩,,대기 중인,
L3_DLG_003,Campus Housing — Dorm Problem,vocab,18,,urgent,어전트,,긴급한,
L3_DLG_003,Campus Housing — Dorm Problem,vocab,19,,portable heater,포터블 히터,,이동식 히터,
L3_DLG_003,Campus Housing — Dorm Problem,vocab,20,,in the meantime,인 더 민타임,,그동안/그 사이에,
L3_DLG_004,Library Late Fees,script,1,Man,"Hi, I have some overdue books and I'm not sure how much I owe.","하이, 아이 해브 썸 오버듀 북스 앤 아임 낫 슈어 하우 머치 아이 오우.","안녕하세요, / 연체된 책이 있는데 / 얼마를 내야 하는지 모르겠어요.","안녕하세요, 연체된 책이 있는데 얼마를 내야 하는지 모르겠어요.",
L3_DLG_004,Library Late Fees,script,2,Woman,Let me check your account.,렛 미 첵 유어 어카운트.,계정을 확인해볼게요.,계정을 확인해볼게요.,
L3_DLG_004,Library Late Fees,script,3,Woman,It looks like you have three books that are two weeks overdue.,잇 룩스 라이크 유 해브 쓰리 북스 댓 아 투 윅스 오버듀.,/ 2주 연체된 책이 / 세 권 있는 것 같네요.,2주 연체된 책이 세 권 있는 것 같네요.,
L3_DLG_004,Library Late Fees,script,4,Man,"Oh, that's more than I thought.","오, 댓츠 모어 댄 아이 쏘트.","아, 생각보다 많네요. / 벌금이 얼마예요?","아, 생각보다 많네요.",
L3_DLG_004,Library Late Fees,script,5,Man,How much is the fine?,하우 머치 이즈 더 파인?,벌금이 얼마예요?,벌금이 얼마예요?,
L3_DLG_004,Library Late Fees,script,6,Woman,"It's fifty cents per book per day, so that comes to twenty-one dollars total.","잇츠 피프티 센츠 퍼 북 퍼 데이, 쏘 댓 컴즈 투 트웬티원 달러즈 토탈.","책 한 권당 하루에 50센트예요, / 총 21달러가 됩니다.",책 한 권당 하루에 50센트예요. 총 21달러가 됩니다.,
L3_DLG_004,Library Late Fees,script,7,Man,Is there any way to reduce the fine?,이즈 데어 에니 웨이 투 리듀스 더 파인?,벌금을 줄일 방법이 있나요? / 중간고사 때문에 정말 바빴거든요.,벌금을 줄일 방법이 있나요?,
L3_DLG_004,Library Late Fees,script,8,Man,I've been really busy with midterms.,아이브 빈 리얼리 비지 윋 미드텀즈.,중간고사 때문에 / 정말 바빴거든요,중간고사 때문에 정말 바빴거든요.,
L3_DLG_004,Library Late Fees,script,9,Woman,"Well, if this is your first time, I can waive half the fine.","웰, 이프 디스 이즈 유어 퍼스트 타임, 아이 캔 웨이브 해프 더 파인.","음, 처음이시라면 / 벌금의 절반을 면제해드릴 수 있어요. / 하지만 다음에는 / 제때 반납해주세요.","음, 처음이시라면 벌금의 절반을 면제해드릴 수 있어요.",
L3_DLG_004,Library Late Fees,script,10,Woman,But please try to return them on time next time.,벗 플리즈 트라이 투 리턴 뎀 온 타임 넥스트 타임.,하지만 다음에는 / 제때 반납해주세요,하지만 다음에는 제때 반납해주세요.,
L3_DLG_004,Library Late Fees,script,11,Man,I will. Thank you for being so understanding.,아이 윌. 땡큐 포 빙 쏘 언더스탠딩.,그럴게요. / 이해해주셔서 감사합니다.,그럴게요. 이해해주셔서 감사합니다.,
L3_DLG_004,Library Late Fees,vocab,12,,overdue,오버듀,,연체된/기한이 지난,
L3_DLG_004,Library Late Fees,vocab,13,,fine,파인,,벌금,
L3_DLG_004,Library Late Fees,vocab,14,,waive,웨이브,,면제하다,
L3_DLG_004,Library Late Fees,vocab,15,,midterms,미드텀즈,,중간고사,
L3_DLG_004,Library Late Fees,vocab,16,,on time,온 타임,,제때/정시에,
L3_DLG_005,Office — Project Deadline,script,1,Woman,"David, do you have a minute?","데이비드, 두 유 해브 어 미닛?",데이비드 / 잠깐 시간 돼요?,"데이비드, 잠깐 시간 돼요?",
L3_DLG_005,Office — Project Deadline,script,2,Woman,I need to talk about the quarterly report.,아이 니드 투 토크 어바웃 더 쿼털리 리포트.,/ 분기 보고서에 대해 / 이야기해야 해요.,분기 보고서에 대해 이야기해야 해요.,
L3_DLG_005,Office — Project Deadline,script,3,Man,"Sure, what's going on?","슈어, 왓츠 고잉 온?","네, / 무슨 일이에요?","네, 무슨 일이에요?",
L3_DLG_005,Office — Project Deadline,script,4,Woman,"The client moved the deadline up by a week, so now it's due Friday instead of next Friday.","더 클라이언트 무브드 더 데드라인 업 바이 어 위크, 쏘 나우 잇츠 듀 프라이데이 인스테드 오브 넥스트 프라이데이.","클라이언트가 마감을 일주일 앞당겼어요, / 그래서 다음 주 금요일이 아니라 / 이번 금요일이에요.",클라이언트가 마감을 일주일 앞당겼어요. 그래서 다음 주 금요일이 아니라 이번 금요일이에요.,
L3_DLG_005,Office — Project Deadline,script,5,Man,That's tight. What sections still need to be finished?,댓츠 타이트. 왓 섹션즈 스틸 니드 투 비 피니쉬트?,빠듯하네요. / 아직 끝내야 할 섹션이 / 어떤 거예요?,빠듯하네요. 아직 끝내야 할 섹션이 어떤 거예요?,
L3_DLG_005,Office — Project Deadline,script,6,Woman,"The financial analysis is done, but the market overview and the executive summary still need work.","더 파이낸셜 어낼리시스 이즈 던, 벗 더 마켓 오버뷰 앤 디 이그제큐티브 서머리 스틸 니드 워크.","재무 분석은 끝났지만, / 시장 개요와 / 임원 요약은 아직 작업이 필요해요.",재무 분석은 끝났지만 시장 개요와 임원 요약은 아직 작업이 필요해요.,
L3_DLG_005,Office — Project Deadline,script,7,Man,"How about I take the market overview, and you handle the executive summary?","하우 어바웃 아이 테이크 더 마켓 오버뷰, 앤 유 핸들 디 이그제큐티브 서머리?","제가 시장 개요를 맡고, / 임원 요약은 / 당신이 하는 건 어때요?",제가 시장 개요를 맡고 임원 요약은 당신이 하는 건 어때요?,
L3_DLG_005,Office — Project Deadline,script,8,Woman,That sounds like a plan.,댓 사운즈 라이크 어 플랜.,좋은 계획이네요.,좋은 계획이네요.,
L3_DLG_005,Office — Project Deadline,script,9,Woman,Can you have your part done by Wednesday?,캔 유 해브 유어 파트 던 바이 웬즈데이?,/ 수요일까지 당신 파트를 / 끝낼 수 있어요?,수요일까지 당신 파트를 끝낼 수 있어요?,
L3_DLG_005,Office — Project Deadline,script,10,Man,I'll do my best.,아일 두 마이 베스트.,최선을 다할게요.,최선을 다할게요.,
L3_DLG_005,Office — Project Deadline,script,11,Man,"Let's also schedule a quick review meeting on Thursday, so we can go over everything before submission.","렛츠 올쏘 스케줄 어 퀵 리뷰 미팅 온 써즈데이, 쏘 위 캔 고 오버 에브리씽 비포 서브미션.","/ 목요일에 빠른 검토 회의도 잡죠, / 제출 전에 모든 걸 / 살펴볼 수 있도록.",목요일에 빠른 검토 회의도 잡죠.,
L3_DLG_005,Office — Project Deadline,script,12,Woman,Perfect. I'll send a calendar invite right now.,퍼펙트. 아일 센드 어 캘린더 인바이트 라잇 나우.,완벽해요. / 지금 바로 캘린더 초대를 보낼게요.,완벽해요. 지금 바로 캘린더 초대를 보낼게요.,
L3_DLG_005,Office — Project Deadline,vocab,13,,quarterly report,쿼털리 리포트,,분기 보고서,
L3_DLG_005,Office — Project Deadline,vocab,14,,deadline,데드라인,,마감 기한,
L3_DLG_005,Office — Project Deadline,vocab,15,,executive summary,이그제큐티브 서머리,,임원 요약,
L3_DLG_005,Office — Project Deadline,vocab,16,,submission,서브미션,,제출,
L3_DLG_005,Office — Project Deadline,vocab,17,,go over,고 오버,,검토하다/살펴보다,
L3_DLG_006,Doctor's Office — Annual Checkup,script,1,Woman,Good morning. I'm here for my annual checkup.,굿 모닝. 아임 히어 포 마이 애뉴얼 첵업.,좋은 아침이에요. / 연례 건강검진 때문에 왔어요.,좋은 아침이에요. 연례 건강검진 때문에 왔어요.,
L3_DLG_006,Doctor's Office — Annual Checkup,script,2,Man,"Great, please have a seat.","그레잇, 플리즈 해브 어 싯.","좋습니다, 앉으세요.","좋습니다, 앉으세요.",
L3_DLG_006,Doctor's Office — Annual Checkup,script,3,Man,How have you been feeling lately?,하우 해브 유 빈 필링 레이틀리?,/ 최근에 몸 상태가 어떠세요?,최근에 몸 상태가 어떠세요?,
L3_DLG_006,Doctor's Office — Annual Checkup,script,4,Woman,"Generally fine, but I've been getting headaches more often than usual.","제너럴리 파인, 벗 아이브 빈 게팅 헤데이크스 모어 오프튼 댄 유주얼.","대체로 괜찮은데, / 평소보다 / 두통이 자주 생겨요.",대체로 괜찮은데 평소보다 두통이 자주 생겨요.,
L3_DLG_006,Doctor's Office — Annual Checkup,script,5,Man,"How often? Like once a week, or more?","하우 오프튼? 라이크 원스 어 위크, 오어 모어?","얼마나 자주요? / 일주일에 한 번 정도, 아니면 더?","얼마나 자주요? 일주일에 한 번 정도, 아니면 더?",
L3_DLG_006,Doctor's Office — Annual Checkup,script,6,Woman,"Maybe two or three times a week, usually in the afternoon.","메이비 투 오어 쓰리 타임즈 어 위크, 유주얼리 인 디 애프터눈.","일주일에 두세 번 정도, / 보통 오후에요.","일주일에 두세 번 정도, 보통 오후에요.",
L3_DLG_006,Doctor's Office — Annual Checkup,script,7,Man,Are you getting enough sleep?,아 유 게팅 이너프 슬립?,잠은 충분히 자고 있어요? / 스트레스 수준은 어떠세요?,잠은 충분히 자고 있어요?,
L3_DLG_006,Doctor's Office — Annual Checkup,script,8,Man,And how's your stress level?,앤 하우즈 유어 스트레스 레벨?,스트레스 수준은 어떠세요?,스트레스 수준은 어떠세요?,
L3_DLG_006,Doctor's Office — Annual Checkup,script,9,Woman,"To be honest, I've been working a lot lately and probably not sleeping enough.","투 비 아너스트, 아이브 빈 워킹 어 랏 레이틀리 앤 프라밸리 낫 슬리핑 이너프.",솔직히 최근에 일을 많이 하고 / 아마 잠을 충분히 못 자고 있어요.,솔직히 최근에 일을 많이 하고 아마 잠을 충분히 못 자고 있어요.,
L3_DLG_006,Doctor's Office — Annual Checkup,script,10,Man,That could definitely be the cause.,댓 쿠드 데피닛리 비 더 코즈.,그게 확실히 / 원인일 수 / 있어요.,그게 확실히 원인일 수 있어요.,
L3_DLG_006,Doctor's Office — Annual Checkup,script,11,Man,"I'd like to run some blood tests just to be safe, and I'd strongly recommend getting at least seven hours of sleep.","아이드 라이크 투 런 썸 블러드 테스츠 저스트 투 비 세이프, 앤 아이드 스트롱리 레커멘드 게팅 앳 리스트 세븐 아워즈 오브 슬립.","/ 만약을 위해 혈액 검사를 하고 싶고, / 최소 7시간 수면을 / 강력히 권합니다.",만약을 위해 혈액 검사를 하고 싶고 최소 7시간 수면을 강력히 권합니다.,
L3_DLG_006,Doctor's Office — Annual Checkup,script,12,Woman,I'll try my best.,아일 트라이 마이 베스트.,최선을 다할게요.,최선을 다할게요.,
L3_DLG_006,Doctor's Office — Annual Checkup,script,13,Woman,Should I come back for the results?,슈드 아이 컴 백 포 더 리절츠?,/ 결과를 받으러 / 다시 와야 하나요?,결과를 받으러 다시 와야 하나요?,
L3_DLG_006,Doctor's Office — Annual Checkup,script,14,Man,"We'll call you within a week, and if anything is abnormal we'll schedule a follow-up.","위일 콜 유 위딘 어 위크, 앤 이프 에니씽 이즈 앱노멀 위일 스케줄 어 팔로업.","일주일 내에 전화드릴게요, / 이상이 있으면 / 추가 진료를 잡겠습니다.",일주일 내에 전화드릴게요. 이상이 있으면 추가 진료를 잡겠습니다.,
L3_DLG_006,Doctor's Office — Annual Checkup,vocab,15,,annual checkup,애뉴얼 첵업,,연례 건강검진,
L3_DLG_006,Doctor's Office — Annual Checkup,vocab,16,,headache,헤데이크,,두통,
L3_DLG_006,Doctor's Office — Annual Checkup,vocab,17,,blood test,블러드 테스트,,혈액 검사,
L3_DLG_006,Doctor's Office — Annual Checkup,vocab,18,,follow-up,팔로업,,추가 진료/후속 조치,
L3_DLG_006,Doctor's Office — Annual Checkup,vocab,19,,abnormal,앱노멀,,비정상적인,
L3_DLG_007,Restaurant — Reservation Problem,script,1,Man,"Good evening, I have a reservation for two under the name Kim.","굿 이브닝, 아이 해브 어 레저베이션 포 투 언더 더 네임 킴.","좋은 저녁이에요, / 킴 이름으로 / 2명 예약이 있어요.",좋은 저녁이에요. 킴 이름으로 2명 예약이 있어요.,
L3_DLG_007,Restaurant — Reservation Problem,script,2,Woman,"Let me check... I'm sorry, sir, but I don't see a reservation under that name.","렛 미 첵... 아임 쏘리, 서, 벗 아이 돈트 씨 어 레저베이션 언더 댓 네임.","확인해볼게요... / 죄송한데요, / 그 이름으로 예약이 안 보여요.","확인해볼게요... 죄송한데요, 그 이름으로 예약이 안 보여요.",
L3_DLG_007,Restaurant — Reservation Problem,script,3,Man,That can't be right.,댓 캔트 비 라잇.,그럴 리가 없어요.,그럴 리가 없어요.,
L3_DLG_007,Restaurant — Reservation Problem,script,4,Man,"I booked it online three days ago, and I even got a confirmation email.","아이 북트 잇 온라인 쓰리 데이즈 어고, 앤 아이 이븐 갓 어 컨퍼메이션 이메일.",/ 3일 전에 온라인으로 예약했고 / 확인 이메일까지 받았어요.,3일 전에 온라인으로 예약했고 확인 이메일까지 받았어요.,
L3_DLG_007,Restaurant — Reservation Problem,script,5,Woman,Could you show me the confirmation?,쿠드 유 쇼 미 더 컨퍼메이션?,확인 이메일을 / 보여주실 수 있나요?,확인 이메일을 보여주실 수 있나요?,
L3_DLG_007,Restaurant — Reservation Problem,script,6,Man,"Sure, here it is on my phone.","슈어, 히어 잇 이즈 온 마이 폰.","네, / 여기 폰에 있어요.","네, 여기 폰에 있어요.",
L3_DLG_007,Restaurant — Reservation Problem,script,7,Woman,"Oh, I see the issue.","오, 아이 씨 디 이슈.","아, 문제를 알겠어요.","아, 문제를 알겠어요.",
L3_DLG_007,Restaurant — Reservation Problem,script,8,Woman,"The reservation was made for tomorrow night, not tonight.","더 레저베이션 워즈 메이드 포 투마로우 나잇, 낫 투나잇.",/ 예약이 오늘이 아니라 / 내일 저녁으로 되어 있네요.,예약이 오늘이 아니라 내일 저녁으로 되어 있네요.,
L3_DLG_007,Restaurant — Reservation Problem,script,9,Man,Oh no. Is there any chance you could fit us in tonight?,오 노. 이즈 데어 에니 챈스 유 쿠드 핏 어스 인 투나잇?,이런. / 오늘 밤에 자리를 / 내줄 수 있나요?,이런. 오늘 밤에 자리를 내줄 수 있나요?,
L3_DLG_007,Restaurant — Reservation Problem,script,10,Woman,"We're fully booked right now, but if you don't mind waiting about thirty minutes there might be a table available.","위어 풀리 북트 라잇 나우, 벗 이프 유 돈트 마인드 웨이팅 어바웃 써티 미닛츠 데어 마잇 비 어 테이블 어베일러블.","지금 만석인데요, / 30분 정도 기다리셔도 괜찮으시면 / 테이블이 생길 수도 있어요.",지금 만석인데요. 30분 정도 기다리셔도 괜찮으시면 테이블이 생길 수도 있어요.,
L3_DLG_007,Restaurant — Reservation Problem,script,11,Man,We'll wait. Thank you for being so accommodating.,위일 웨이트. 땡큐 포 빙 쏘 어카머데이팅.,기다릴게요. / 잘 배려해주셔서 감사합니다.,기다릴게요. 잘 배려해주셔서 감사합니다.,
L3_DLG_007,Restaurant — Reservation Problem,vocab,12,,reservation,레저베이션,,예약,
L3_DLG_007,Restaurant — Reservation Problem,vocab,13,,confirmation,컨퍼메이션,,확인/확인서,
L3_DLG_007,Restaurant — Reservation Problem,vocab,14,,fully booked,풀리 북트,,만석인/예약이 꽉 찬,
L3_DLG_007,Restaurant — Reservation Problem,vocab,15,,fit someone in,핏 썸원 인,,자리를 내다/끼워주다,
L3_DLG_007,Restaurant — Reservation Problem,vocab,16,,accommodating,어카머데이팅,,잘 배려하는/수용적인,
L3_DLG_008,Airport — Flight Delay,script,1,Man,"Excuse me, can you tell me what's happening with Flight 302 to Chicago?","익스큐즈 미, 캔 유 텔 미 왓츠 해프닝 윋 플라잇 쓰리오투 투 시카고?","실례합니다, / 시카고행 302편에 / 무슨 일인지 알려주실 수 있나요?","실례합니다, 시카고행 302편에 무슨 일인지 알려주실 수 있나요?",
L3_DLG_008,Airport — Flight Delay,script,2,Woman,I'm afraid that flight has been delayed by approximately two hours due to severe weather conditions.,아임 어프레이드 댓 플라잇 해즈 빈 딜레이드 바이 어프락시멋리 투 아워즈 듀 투 시비어 웨더 컨디션즈.,유감스럽게도 / 심한 기상 조건으로 인해 / 약 2시간 지연되었습니다.,유감스럽게도 심한 기상 조건으로 인해 약 2시간 지연되었습니다.,
L3_DLG_008,Airport — Flight Delay,script,3,Man,"Two hours? I have a connecting flight in Chicago, and I'll definitely miss it if we leave that late.","투 아워즈? 아이 해브 어 커넥팅 플라잇 인 시카고, 앤 아일 데피닛리 미스 잇 이프 위 리브 댓 레잇.","2시간이요? / 시카고에서 환승 비행기가 있는데, / 그렇게 늦게 출발하면 / 확실히 놓칠 거예요.",2시간이요? 시카고에서 환승 비행기가 있는데 그렇게 늦게 출발하면 확실히 놓칠 거예요.,
L3_DLG_008,Airport — Flight Delay,script,4,Woman,Let me see what I can do.,렛 미 씨 왓 아이 캔 두.,뭘 할 수 있는지 / 볼게요,뭘 할 수 있는지 볼게요.,
L3_DLG_008,Airport — Flight Delay,script,5,Woman,"I can rebook you on a direct flight to your final destination, which actually leaves in ninety minutes.","아이 캔 리북 유 온 어 다이렉트 플라잇 투 유어 파이널 데스티네이션, 위치 액츄얼리 리브즈 인 나인티 미닛츠.","/ 최종 목적지까지 직항편으로 / 다시 예약해드릴 수 있는데, / 사실 90분 후에 출발해요.",최종 목적지까지 직항편으로 다시 예약해드릴 수 있는데 사실 90분 후에 출발해요.,
L3_DLG_008,Airport — Flight Delay,script,6,Man,That would be perfect.,댓 우드 비 퍼펙트.,완벽하겠네요.,완벽하겠네요.,
L3_DLG_008,Airport — Flight Delay,script,7,Man,Is there an extra charge for the rebooking?,이즈 데어 언 엑스트라 차지 포 더 리부킹?,/ 재예약 추가 비용이 있나요?,재예약 추가 비용이 있나요?,
L3_DLG_008,Airport — Flight Delay,script,8,Woman,"No, since the delay was on our end there's no additional fee.","노, 싄스 더 딜레이 워즈 온 아워 엔드 데어즈 노 어디셔널 피.","아니요, / 지연이 저희 쪽이라 / 추가 비용은 없습니다.","아니요, 지연이 저희 쪽이라 추가 비용은 없습니다.",
L3_DLG_008,Airport — Flight Delay,script,9,Man,Great. Which gate should I go to?,그레잇. 위치 게이트 슈드 아이 고 투?,좋아요. / 어떤 게이트로 가야 하나요?,좋아요. 어떤 게이트로 가야 하나요?,
L3_DLG_008,Airport — Flight Delay,script,10,Woman,"Gate B22, and boarding starts in about forty-five minutes.","게이트 비트웬티투, 앤 보딩 스타츠 인 어바웃 포티파이브 미닛츠.","B22 게이트이고, / 약 45분 후에 탑승이 시작됩니다.",B22 게이트이고 약 45분 후에 탑승이 시작됩니다.,
L3_DLG_008,Airport — Flight Delay,vocab,11,,delayed,딜레이드,,지연된,
L3_DLG_008,Airport — Flight Delay,vocab,12,,connecting flight,커넥팅 플라잇,,환승 비행기,
L3_DLG_008,Airport — Flight Delay,vocab,13,,rebook,리북,,재예약하다,
L3_DLG_008,Airport — Flight Delay,vocab,14,,boarding,보딩,,탑승,
L3_DLG_008,Airport — Flight Delay,vocab,15,,destination,데스티네이션,,목적지,
L3_DLG_009,Bank — Opening an Account,script,1,Woman,"Hi, I'd like to open a new savings account.","하이, 아이드 라이크 투 오픈 어 뉴 세이빙즈 어카운트.","안녕하세요, / 새 저축 계좌를 / 개설하고 싶어요.","안녕하세요, 새 저축 계좌를 개설하고 싶어요.",
L3_DLG_009,Bank — Opening an Account,script,2,Man,"Of course, I can help you with that.","오브 코스, 아이 캔 헬프 유 윋 댓.",물론이죠 / 도와드릴 수 있어요.,"물론이죠, 도와드릴 수 있어요.",
L3_DLG_009,Bank — Opening an Account,script,3,Man,Do you already have a checking account with us?,두 유 올레디 해브 어 체킹 어카운트 윋 어스?,/ 저희 은행에 / 이미 당좌 계좌가 있으세요?,저희 은행에 이미 당좌 계좌가 있으세요?,
L3_DLG_009,Bank — Opening an Account,script,4,Woman,"Yes, I've had one for about two years.","예스, 아이브 해드 원 포 어바웃 투 이어즈.","네, / 약 2년 정도 사용하고 있어요.","네, 약 2년 정도 사용하고 있어요.",
L3_DLG_009,Bank — Opening an Account,script,5,Man,That makes things easier.,댓 메이크스 씽즈 이지어.,그러면 더 쉽겠네요.,그러면 더 쉽겠네요.,
L3_DLG_009,Bank — Opening an Account,script,6,Man,"We have two options — a standard savings account with no minimum balance, and a high-yield account that requires a minimum of one thousand dollars.","위 해브 투 옵션즈 — 어 스탠다드 세이빙즈 어카운트 윋 노 미니멈 밸런스, 앤 어 하이일드 어카운트 댓 리콰이어즈 어 미니멈 오브 원 싸우전드 달러즈.","/ 두 가지 옵션이 있어요 — / 최소 잔고 없는 일반 저축 계좌와, / 최소 1천 달러가 필요한 고수익 계좌.",두 가지 옵션이 있어요 — 최소 잔고 없는 일반 저축 계좌와 최소 1천 달러가 필요한 고수익 계좌요.,
L3_DLG_009,Bank — Opening an Account,script,7,Woman,What's the interest rate on the high-yield account?,왓츠 디 인터레스트 레이트 온 더 하이일드 어카운트?,고수익 계좌의 / 이자율이 어떻게 되나요?,고수익 계좌의 이자율이 어떻게 되나요?,
L3_DLG_009,Bank — Opening an Account,script,8,Man,"Currently it's four point five percent, which is quite competitive.","커런틀리 잇츠 포 포인트 파이브 퍼센트, 위치 이즈 콰이트 컴페터티브.","현재 4.5%이고, / 꽤 경쟁력 있습니다.",현재 4.5%이고 꽤 경쟁력 있습니다.,
L3_DLG_009,Bank — Opening an Account,script,9,Woman,I'll go with the high-yield one.,아일 고 윋 더 하이일드 원.,고수익 계좌로 할게요. / 어떤 서류가 필요하나요?,고수익 계좌로 할게요.,
L3_DLG_009,Bank — Opening an Account,script,10,Woman,What documents do I need?,왓 다큐먼츠 두 아이 니드?,어떤 서류가 필요하나요?,어떤 서류가 필요하나요?,
L3_DLG_009,Bank — Opening an Account,script,11,Man,"Just your photo ID, and we can set everything up right now.","저스트 유어 포토 아이디, 앤 위 캔 셋 에브리씽 업 라잇 나우.","사진이 있는 신분증만 있으면 되고, / 지금 바로 다 설정할 수 있어요.",사진이 있는 신분증만 있으면 되고 지금 바로 다 설정할 수 있어요.,
L3_DLG_009,Bank — Opening an Account,vocab,12,,savings account,세이빙즈 어카운트,,저축 계좌,
L3_DLG_009,Bank — Opening an Account,vocab,13,,checking account,체킹 어카운트,,당좌 계좌,
L3_DLG_009,Bank — Opening an Account,vocab,14,,interest rate,인터레스트 레이트,,이자율,
L3_DLG_009,Bank — Opening an Account,vocab,15,,high-yield,하이일드,,고수익의,
L3_DLG_009,Bank — Opening an Account,vocab,16,,minimum balance,미니멈 밸런스,,최소 잔고,
L3_DLG_010,Landlord — Lease Renewal,script,1,Man,"Hi, I wanted to talk to you about my lease renewal.","하이, 아이 원티드 투 토크 투 유 어바웃 마이 리스 리뉴얼.","안녕하세요, / 임대 계약 갱신에 대해 / 이야기하고 싶어요.","안녕하세요, 임대 계약 갱신에 대해 이야기하고 싶어요.",
L3_DLG_010,Landlord — Lease Renewal,script,2,Woman,"Sure, your current lease ends next month, right?","슈어, 유어 커런트 리스 엔즈 넥스트 먼쓰, 라잇?","네, / 현재 임대가 다음 달에 끝나죠?","네, 현재 임대가 다음 달에 끝나죠?",
